-2.362950 2.203817 1
-1.340076 1.632996 1
-0.631125 2.242482 1
-0.046105 2.148072 1
-1.646778 1.476844 1
0.997360 2.712157 1
0.652475 4.062760 1
-1.261695 0.859285 1
1.332701 4.793848 1
0.590330 2.309682 1
-1.478312 3.789729 1
-0.854372 2.330622 1
2.481982 1.880294 1
-0.564422 1.482252 1
-1.548072 3.537959 1
-0.790906 0.320585 1
-0.851810 2.001943 1
-0.980466 2.591911 1
1.279928 3.722105 1
-1.336317 2.454321 1
1.319391 2.639254 1
3.291064 2.696406 1
-2.401775 3.817132 1
-4.300097 0.514381 1
0.221503 1.720717 1
-0.363433 1.640916 1
-0.285613 0.787144 1
-0.575440 0.992425 1
2.043597 2.347130 1
0.021466 3.224707 1
1.507626 0.660475 1
0.852029 3.195809 1
-1.115321 2.318131 1
0.184196 3.486424 1
0.337102 2.893015 1
-0.749138 1.906110 1
-0.466637 1.494536 1
-0.522302 1.629816 1
3.351301 5.113209 1
1.989188 1.560232 1
0.770710 2.143754 1
-1.750450 2.946677 1
-0.880877 2.870974 1
-1.287982 2.610989 1
1.142765 2.818548 1
0.199561 3.372256 1
1.159533 1.818904 1
2.439231 3.506128 1
-3.087053 2.010977 1
1.355905 1.107478 1
-1.209560 5.072058 1
-0.021785 3.375197 1
-0.029174 1.432309 1
-2.303278 3.069906 1
1.653842 3.115915 1
0.186017 1.969350 1
2.267719 1.098564 1
0.961434 3.496070 1
0.022918 4.235518 1
0.532349 1.621653 1
0.742108 1.253730 1
-1.240561 2.333943 1
-0.754987 1.042715 1
-0.546587 2.977517 1
1.147400 2.863191 1
-1.867818 3.360710 1
1.791832 1.376837 1
2.031794 5.240870 1
3.086046 4.226489 1
-0.428075 3.817639 1
0.316048 3.743515 1
3.256996 0.782715 1
-1.526502 1.266405 1
0.338055 1.854552 1
-2.079153 4.746866 1
0.671384 4.744680 1
3.617061 0.436181 1
1.475432 1.878325 1
-1.088825 3.928189 1
1.518822 2.072432 1
-1.582334 0.350495 1
-1.033445 1.158081 1
0.432750 1.049953 1
-1.063010 3.768768 1
-2.236200 2.230291 1
2.671562 2.894920 1
-1.928571 3.374576 1
-3.133146 1.742299 1
-0.688258 1.708252 1
-0.928252 2.951762 1
0.167336 3.432225 1
1.197377 2.468562 1
-1.984127 2.064682 1
1.264758 1.429878 1
-0.360301 2.167149 1
0.745814 2.957412 1
1.130215 3.343101 1
0.039463 1.697702 1
-2.725052 1.483713 1
-1.097441 4.294010 1
2.991278 4.231468 1
-0.975409 2.814624 1
2.195830 1.823507 1
-2.966995 2.588821 1
0.551805 5.085012 1
-3.733637 5.495203 1
-2.150828 4.545996 1
-0.425326 3.148443 1
-1.255102 3.090809 1
-0.952818 2.314174 1
1.106422 5.432065 1
3.068277 3.747695 1
-3.844885 1.768465 1
0.284128 3.955025 1
0.045474 1.627663 1
0.928678 2.781236 1
-0.633385 2.186990 1
-0.855681 2.022768 1
-0.253060 0.569630 1
-4.629385 0.634980 1
-1.847070 -0.280564 2
-3.887403 -2.783267 2
0.291583 -1.425868 2
-0.960538 -1.312208 2
-3.614725 -2.297951 2
-3.585155 -1.330748 2
-1.397065 -2.196961 2
-2.399970 -3.061774 2
-4.582234 -3.850019 2
-1.780284 -2.022396 2
-3.230216 -2.346794 2
-0.524678 0.507943 2
-3.173559 -2.866344 2
-1.696623 -1.725017 2
-2.816045 -1.185049 2
-3.530409 -0.889586 2
-1.749895 -1.348305 2
-0.457645 0.459708 2
-3.453634 -2.140704 2
-3.547571 -2.755604 2
-1.902525 -3.245306 2
-2.624101 -3.704031 2
-3.731536 -1.794257 2
-2.244896 -1.745366 2
-1.037514 -3.255117 2
-2.057301 -0.821440 2
-3.285166 -1.449590 2
-5.029171 -3.794635 2
-1.515011 -1.521223 2
-0.424460 0.161978 2
-1.997110 -2.265496 2
-2.210276 -3.016138 2
-3.195742 -1.678715 2
-2.708999 -2.117078 2
-1.840216 -1.728263 2
-4.112889 -0.913702 2
-2.804699 -2.002369 2
-3.943821 -3.357923 2
-1.993786 -1.878146 2
-1.011419 -2.474334 2
-0.929527 -1.425080 2
-2.336600 -2.532661 2
-1.767243 -1.325266 2
-2.785015 -2.743572 2
-1.580809 -2.100872 2
-1.372540 -2.500959 2
-1.998543 -1.284692 2
-2.002206 0.090755 2
-4.052268 -2.929857 2
-1.984824 -2.120623 2
-1.078189 -0.097814 2
-4.163618 -3.258500 2
-2.679282 -2.201027 2
-3.735120 -1.487930 2
-2.853284 -2.309026 2
-1.327927 0.315432 2
-2.427464 -2.388234 2
-1.983510 -1.435810 2
-0.921673 -1.589578 2
-2.316043 -1.716460 2
-2.211510 -0.713451 2
-1.371363 -2.786681 2
-1.847160 -0.495178 2
-1.262105 0.507647 2
-1.583486 -2.868515 2
-1.368498 -1.822961 2
-2.033631 -1.773272 2
-3.221217 -1.896373 2
-3.744700 -3.048822 2
-3.607220 -1.946903 2
-3.600165 -1.906571 2
-2.171721 -2.412461 2
-2.714910 -2.009158 2
-0.145815 -0.657205 2
-4.173652 -2.489450 2
-3.720099 -2.792553 2
-4.460899 -2.402029 2
-0.784932 -0.212895 2
-3.116330 -2.679907 2
-3.242034 -4.022918 2
3.372671 -1.757685 3
3.077405 -1.789988 3
2.858527 -1.456193 3
2.322302 -3.631981 3
1.845067 -2.425642 3
2.141252 -2.427350 3
3.490086 -2.144301 3
4.388839 -3.103045 3
3.124042 -2.714911 3
4.702086 -3.239687 3
3.726661 -4.028669 3
1.992223 -1.117848 3
2.159594 -3.010089 3
4.737945 -3.658462 3
2.600711 -2.695484 3
3.321068 -0.889546 3
2.594275 -2.491764 3
1.798865 -0.618053 3
-0.596091 0.939581 3
4.367060 -2.932257 3
1.775118 -2.027677 3
3.753943 -5.063651 3
2.092354 -0.871389 3
4.145486 -1.410031 3
1.651333 0.442287 3
3.605655 -1.773714 3
1.480386 -2.038995 3
3.153845 -3.423154 3
2.304365 -0.949197 3
2.911916 -2.250278 3
3.130011 -2.883902 3
3.400720 -3.279513 3
1.656192 -1.945186 3
1.185276 -0.992667 3
4.311467 -2.670937 3
2.990440 -3.571245 3
2.358013 -1.591005 3
3.286586 -2.753945 3
1.172531 -1.076593 3
3.601939 -3.003862 3
4.038506 -2.857035 3
2.468592 0.018944 3
2.598218 -0.184090 3
1.503063 -1.892262 3
1.287915 -2.575457 3
2.930285 -1.430811 3
4.296934 -3.728386 3
3.593194 -3.903464 3
1.876526 -2.449471 3
1.681744 -1.904701 3
1.206153 -1.954467 3
1.115881 -1.116496 3
3.224657 -0.728335 3
1.214454 -0.522153 3
0.961207 -0.332768 3
1.371643 -0.462561 3
3.392686 -2.548085 3
1.980270 -1.000931 3
2.862214 -2.288629 3
3.303849 -3.152086 3
2.558777 -2.271715 3
2.002168 -2.113829 3
1.281848 -1.931951 3
4.075289 -4.438584 3
1.708751 -1.878121 3
3.789386 -2.557946 3
3.773826 -2.843945 3
2.504026 -2.474102 3
2.377119 -2.680702 3
1.200145 -1.110373 3
1.000519 -0.950169 3
1.385839 -0.787935 3
5.772895 -3.276575 3
2.766482 -4.027388 3
2.524509 -2.535007 3
1.756661 -1.732284 3
1.510511 -1.741234 3
3.781027 -4.358584 3
1.023787 -2.242196 3
2.861193 -1.880298 3
0.615912 -1.347026 3
1.807888 -1.201291 3
3.069271 -0.891100 3
1.944385 -2.612547 3
4.517654 -4.104382 3
3.940855 -3.847805 3
2.154091 -2.213465 3
2.634507 -3.946483 3
3.901876 -2.166955 3
2.992354 -2.215156 3
1.913653 -2.340149 3
1.597546 -1.836476 3
0.961912 -0.994977 3
5.649808 -4.413284 3
2.573243 -1.814940 3
1.195400 -1.825725 3
2.327913 -0.023445 3
2.911517 -0.972409 3
3.304173 -2.327707 3
2.029361 -1.671168 3
